chembl_id,drug_name,SMILES,KG_relevance,Evidence_strength,ADMET_safety,Composite_score,Confidence,Evidence_Summary,Sources
CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,Cc1ccccc1C(OCCN(C)C)c1ccccc1.Cl,60.69794050343249,100,100.0,84.27917620137299,H,"KG targets GRIN1, GRIN2A; clinical phase 4.0; logS -1.76; logP 4.08",repurposing_candidates.csv:rc_row=220;protein_drug_candidates.csv:rows=710;1013;1612;1955;2182;2602;2651;2675;pathway_drug_candidates.csv:rows=3616;6643;6800;6827;6854;6887;7045;7072;7099;7126;CYP3A4_results.csv:row=218;CYP2C19_results.csv:row=218;CYP2D6_results.csv:row=218;CYP1A2_results.csv:row=218;CYP2C9_results.csv:row=218;hERG_results.csv:row=218;AMES_results.csv:row=218;PGP_results.csv:row=218;PAMPA_results.csv:row=218;BBB_results.csv:row=218;Solubility_results.csv:row=218;Lipophilicity_results.csv:row=219
CHEMBL1096380,PLINABULIN,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,76.73913043478261,80,100.0,83.69565217391305,H,"KG targets TUBB, TUBB1; clinical phase 3.0; logS -5.10; logP 0.74",repurposing_candidates.csv:rc_row=46;protein_drug_candidates.csv:rows=830;1563;2000;2239;2342;2406;2713;2777;2842;pathway_drug_candidates.csv:rows=1543;1607;1671;1735;1799;1863;1927;2092;2156;2220;2284;2348;2412;2476;2540;2604;2668;2732;2796;2860;2924;2988;3058;3122;3186;3250;3314;3378;3442;3506;3570;3661;3725;3789;3853;3917;3981;4048;CYP3A4_results.csv:row=46;CYP2C19_results.csv:row=46;CYP2D6_results.csv:row=46;CYP1A2_results.csv:row=46;CYP2C9_results.csv:row=46;hERG_results.csv:row=46;AMES_results.csv:row=46;PGP_results.csv:row=46;PAMPA_results.csv:row=46;BBB_results.csv:row=46;Solubility_results.csv:row=46;Lipophilicity_results.csv:row=46
CHEMBL538943,VINORELBINE TARTRATE,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,76.73913043478261,80,100.0,83.69565217391305,H,"KG targets TUBB, TUBB1; clinical phase 3.0; logS -4.64; logP 0.51",repurposing_candidates.csv:rc_row=1400;protein_drug_candidates.csv:rows=825;1558;1993;2232;2337;2401;2708;2772;2836;pathway_drug_candidates.csv:rows=1538;1602;1666;1730;1794;1858;1922;2087;2151;2215;2279;2343;2407;2471;2535;2599;2663;2727;2791;2855;2919;2983;3053;3117;3181;3245;3309;3373;3437;3501;3565;3656;3720;3784;3848;3912;3976;4043;CYP3A4_results.csv:row=1209;CYP2C19_results.csv:row=1209;CYP2D6_results.csv:row=1209;CYP1A2_results.csv:row=1209;CYP2C9_results.csv:row=1209;hERG_results.csv:row=1209;AMES_results.csv:row=1209;PGP_results.csv:row=1209;PAMPA_results.csv:row=1209;BBB_results.csv:row=1209;Solubility_results.csv:row=1209;Lipophilicity_results.csv:row=1210
CHEMBL501867,VINCRISTINE SULFATE,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,76.73913043478261,80,100.0,83.69565217391305,H,"KG targets TUBB, TUBB1; clinical phase 3.0; logS -4.09; logP 2.86",repurposing_candidates.csv:rc_row=1345;protein_drug_candidates.csv:rows=824;1556;1992;2231;2336;2399;2706;2771;2835;pathway_drug_candidates.csv:rows=1537;1601;1665;1729;1793;1857;1921;2086;2150;2214;2278;2342;2406;2470;2534;2598;2662;2726;2790;2854;2918;2982;3052;3116;3180;3244;3308;3372;3436;3500;3564;3655;3719;3783;3847;3911;3975;4042;CYP3A4_results.csv:row=1156;CYP2C19_results.csv:row=1156;CYP2D6_results.csv:row=1156;CYP1A2_results.csv:row=1156;CYP2C9_results.csv:row=1156;hERG_results.csv:row=1156;AMES_results.csv:row=1156;PGP_results.csv:row=1156;PAMPA_results.csv:row=1156;BBB_results.csv:row=1156;Solubility_results.csv:row=1156;Lipophilicity_results.csv:row=1157
CHEMBL572284,OMBRABULIN,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO,76.73913043478261,80,100.0,83.69565217391305,H,"KG targets TUBB, TUBB1; clinical phase 3.0; logS -4.14; logP 2.15",repurposing_candidates.csv:rc_row=1419;protein_drug_candidates.csv:rows=829;1562;1997;2236;2341;2405;2712;2776;2840;pathway_drug_candidates.csv:rows=1542;1606;1670;1734;1798;1862;1926;2091;2155;2219;2283;2347;2411;2475;2539;2603;2667;2731;2795;2859;2923;2987;3057;3121;3185;3249;3313;3377;3441;3505;3569;3660;3724;3788;3852;3916;3980;4047;CYP3A4_results.csv:row=1228;CYP2C19_results.csv:row=1228;CYP2D6_results.csv:row=1228;CYP1A2_results.csv:row=1228;CYP2C9_results.csv:row=1228;hERG_results.csv:row=1228;AMES_results.csv:row=1228;PGP_results.csv:row=1228;PAMPA_results.csv:row=1228;BBB_results.csv:row=1228;Solubility_results.csv:row=1228;Lipophilicity_results.csv:row=1229
CHEMBL1094,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1,58.86727688787185,100,100.0,83.54691075514874,H,"KG targets GRIN1, GRIN2A; clinical phase 4.0; logS -1.30; logP 0.96",repurposing_candidates.csv:rc_row=42;protein_drug_candidates.csv:rows=703;1602;1948;2175;2596;2639;2665;pathway_drug_candidates.csv:rows=3609;6793;6820;6847;6880;7038;7065;7092;7119;CYP3A4_results.csv:row=42;CYP2C19_results.csv:row=42;CYP2D6_results.csv:row=42;CYP1A2_results.csv:row=42;CYP2C9_results.csv:row=42;hERG_results.csv:row=42;AMES_results.csv:row=42;PGP_results.csv:row=42;PAMPA_results.csv:row=42;BBB_results.csv:row=42;Solubility_results.csv:row=42;Lipophilicity_results.csv:row=42
CHEMBL1569,AMANTADINE HYDROCHLORIDE,Cl.NC12CC3CC(CC(C3)C1)C2,58.86727688787185,100,100.0,83.54691075514874,H,"KG targets GRIN1, GRIN2A; clinical phase 4.0; logS -1.36; logP 2.34",repurposing_candidates.csv:rc_row=464;protein_drug_candidates.csv:rows=704;1603;1949;2176;2597;2640;2666;pathway_drug_candidates.csv:rows=3610;6794;6821;6848;6881;7039;7066;7093;7120;CYP3A4_results.csv:row=424;CYP2C19_results.csv:row=424;CYP2D6_results.csv:row=424;CYP1A2_results.csv:row=424;CYP2C9_results.csv:row=424;hERG_results.csv:row=424;AMES_results.csv:row=424;PGP_results.csv:row=424;PAMPA_results.csv:row=424;BBB_results.csv:row=424;Solubility_results.csv:row=424;Lipophilicity_results.csv:row=425
CHEMBL1743082,TRASTUZUMAB EMTANSINE,,58.405797101449274,100,100.0,83.36231884057972,H,"KG targets TUBB, TUBB1; clinical phase 4.0",repurposing_candidates.csv:rc_row=555;protein_drug_candidates.csv:rows=809;1542;1979;2215;2323;2387;2694;2755;2822;pathway_drug_candidates.csv:rows=1522;1586;1650;1714;1778;1842;1906;2071;2135;2199;2263;2327;2391;2455;2519;2583;2647;2711;2775;2839;2903;2967;3037;3101;3165;3229;3293;3357;3421;3485;3549;3640;3704;3768;3832;3896;3960;4027;CYP3A4_results.csv;CYP2C19_results.csv;CYP2D6_results.csv;CYP1A2_results.csv;CYP2C9_results.csv;hERG_results.csv;AMES_results.csv;PGP_results.csv;PAMPA_results.csv;BBB_results.csv;Solubility_results.csv;Lipophilicity_results.csv
CHEMBL4297841,TISOTUMAB VEDOTIN,,58.405797101449274,100,100.0,83.36231884057972,H,"KG targets TUBB, TUBB1; clinical phase 4.0",repurposing_candidates.csv:rc_row=1222;protein_drug_candidates.csv:rows=819;1553;1986;2224;2326;2396;2699;2766;2830;pathway_drug_candidates.csv:rows=1532;1596;1660;1724;1788;1852;1916;2081;2145;2209;2273;2337;2401;2465;2529;2593;2657;2721;2785;2849;2913;2977;3047;3111;3175;3239;3303;3367;3431;3495;3559;3650;3714;3778;3842;3906;3970;4037;CYP3A4_results.csv;CYP2C19_results.csv;CYP2D6_results.csv;CYP1A2_results.csv;CYP2C9_results.csv;hERG_results.csv;AMES_results.csv;PGP_results.csv;PAMPA_results.csv;BBB_results.csv;Solubility_results.csv;Lipophilicity_results.csv
CHEMBL3301589,ENFORTUMAB VEDOTIN,,58.405797101449274,100,100.0,83.36231884057972,H,"KG targets TUBB, TUBB1; clinical phase 4.0",repurposing_candidates.csv:rc_row=937;protein_drug_candidates.csv:rows=817;1547;1982;2221;2330;2389;2696;2760;2829;pathway_drug_candidates.csv:rows=1530;1594;1658;1722;1786;1850;1914;2079;2143;2207;2271;2335;2399;2463;2527;2591;2655;2719;2783;2847;2911;2975;3045;3109;3173;3237;3301;3365;3429;3493;3557;3648;3712;3776;3840;3904;3968;4035;CYP3A4_results.csv;CYP2C19_results.csv;CYP2D6_results.csv;CYP1A2_results.csv;CYP2C9_results.csv;hERG_results.csv;AMES_results.csv;PGP_results.csv;PAMPA_results.csv;BBB_results.csv;Solubility_results.csv;Lipophilicity_results.csv
CHEMBL4298209,BELANTAMAB MAFODOTIN,,58.405797101449274,100,100.0,83.36231884057972,H,"KG targets TUBB, TUBB1; clinical phase 4.0",repurposing_candidates.csv:rc_row=1248;protein_drug_candidates.csv:rows=820;1551;1987;2225;2332;2390;2703;2767;2831;pathway_drug_candidates.csv:rows=1533;1597;1661;1725;1789;1853;1917;2082;2146;2210;2274;2338;2402;2466;2530;2594;2658;2722;2786;2850;2914;2978;3048;3112;3176;3240;3304;3368;3432;3496;3560;3651;3715;3779;3843;3907;3971;4038;CYP3A4_results.csv;CYP2C19_results.csv;CYP2D6_results.csv;CYP1A2_results.csv;CYP2C9_results.csv;hERG_results.csv;AMES_results.csv;PGP_results.csv;PAMPA_results.csv;BBB_results.csv;Solubility_results.csv;Lipophilicity_results.csv
CHEMBL90555,VINCRISTINE,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,58.405797101449274,100,100.0,83.36231884057972,H,"KG targets TUBB, TUBB1; clinical phase 4.0; logS -4.88; logP 3.52",repurposing_candidates.csv:rc_row=1548;protein_drug_candidates.csv:rows=814;1549;1985;2227;2325;2395;2697;2765;2826;pathway_drug_candidates.csv:rows=1527;1591;1655;1719;1783;1847;1911;2076;2140;2204;2268;2332;2396;2460;2524;2588;2652;2716;2780;2844;2908;2972;3042;3106;3170;3234;3298;3362;3426;3490;3554;3645;3709;3773;3837;3901;3965;4032;CYP3A4_results.csv:row=1354;CYP2C19_results.csv:row=1354;CYP2D6_results.csv:row=1354;CYP1A2_results.csv:row=1354;CYP2C9_results.csv:row=1354;hERG_results.csv:row=1354;AMES_results.csv:row=1354;PGP_results.csv:row=1354;PAMPA_results.csv:row=1354;BBB_results.csv:row=1354;Solubility_results.csv:row=1354;Lipophilicity_results.csv:row=1355
CHEMBL1683590,ERIBULIN,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,58.405797101449274,100,100.0,83.36231884057972,H,"KG targets TUBB, TUBB1; clinical phase 4.0; logS -2.15; logP 3.44",repurposing_candidates.csv:rc_row=508;protein_drug_candidates.csv:rows=815;1550;1988;2226;2329;2393;2698;2762;2828;pathway_drug_candidates.csv:rows=1528;1592;1656;1720;1784;1848;1912;2077;2141;2205;2269;2333;2397;2461;2525;2589;2653;2717;2781;2845;2909;2973;3043;3107;3171;3235;3299;3363;3427;3491;3555;3646;3710;3774;3838;3902;3966;4033;CYP3A4_results.csv:row=468;CYP2C19_results.csv:row=468;CYP2D6_results.csv:row=468;CYP1A2_results.csv:row=468;CYP2C9_results.csv:row=468;hERG_results.csv:row=468;AMES_results.csv:row=468;PGP_results.csv:row=468;PAMPA_results.csv:row=468;BBB_results.csv:row=468;Solubility_results.csv:row=468;Lipophilicity_results.csv:row=469
CHEMBL1742994,BRENTUXIMAB VEDOTIN,,58.405797101449274,100,100.0,83.36231884057972,H,"KG targets TUBB, TUBB1; clinical phase 4.0",repurposing_candidates.csv:rc_row=543;protein_drug_candidates.csv:rows=805;1538;1973;2212;2317;2381;2688;2753;2816;pathway_drug_candidates.csv:rows=1518;1582;1646;1710;1774;1838;1902;2067;2131;2195;2259;2323;2387;2451;2515;2579;2643;2707;2771;2835;2899;2963;3033;3097;3161;3225;3289;3353;3417;3481;3545;3636;3700;3764;3828;3892;3956;4023;CYP3A4_results.csv;CYP2C19_results.csv;CYP2D6_results.csv;CYP1A2_results.csv;CYP2C9_results.csv;hERG_results.csv;AMES_results.csv;PGP_results.csv;PAMPA_results.csv;BBB_results.csv;Solubility_results.csv;Lipophilicity_results.csv
